Timestamp,X,Y,Z,Joint,ScenarioId
2025-12-26T09:38:48.2419705Z,0.194932,0.085080,-0.001694,WristRight,1
2025-12-26T09:38:48.3037317Z,0.202417,0.097737,-0.004963,WristRight,1
2025-12-26T09:38:48.3652363Z,0.193665,0.087889,-0.001444,WristRight,1
2025-12-26T09:38:48.4311083Z,0.195370,0.092773,-0.001876,WristRight,1
2025-12-26T09:38:48.4939383Z,0.196082,0.095694,-0.003469,WristRight,1
2025-12-26T09:38:48.5549296Z,0.195719,0.097722,-0.004605,WristRight,1
2025-12-26T09:38:48.6171655Z,0.195475,0.099021,-0.005558,WristRight,1
2025-12-26T09:38:48.6779441Z,0.195475,0.099388,-0.005531,WristRight,1
2025-12-26T09:38:48.7423712Z,0.195693,0.099597,-0.005273,WristRight,1
2025-12-26T09:38:48.8057373Z,0.195891,0.099792,-0.004811,WristRight,1
2025-12-26T09:38:48.8675684Z,0.195759,0.099809,-0.004592,WristRight,1
2025-12-26T09:38:48.9280080Z,0.194681,0.098420,-0.004220,WristRight,1
2025-12-26T09:38:48.9936711Z,0.194292,0.098134,-0.003552,WristRight,1
2025-12-26T09:38:49.0547675Z,0.193843,0.097920,-0.004002,WristRight,1
2025-12-26T09:38:49.1150724Z,0.194194,0.098812,-0.004574,WristRight,1
2025-12-26T09:38:49.1808979Z,0.194522,0.098710,-0.005319,WristRight,1
2025-12-26T09:38:49.2426870Z,0.195417,0.099601,-0.005757,WristRight,1
2025-12-26T09:38:49.3048148Z,0.196882,0.100109,-0.005832,WristRight,1
2025-12-26T09:38:49.3665819Z,0.198224,0.098531,-0.004894,WristRight,1
2025-12-26T09:38:49.4284423Z,0.193012,0.087238,-0.001901,WristRight,1
2025-12-26T09:38:49.4932821Z,0.199450,0.094256,-0.002235,WristRight,1
2025-12-26T09:38:49.5553289Z,0.201299,0.095728,-0.002243,WristRight,1
2025-12-26T09:38:49.6166617Z,0.202770,0.097301,-0.002607,WristRight,1
2025-12-26T09:38:49.6809565Z,0.204075,0.098589,-0.002750,WristRight,1
2025-12-26T09:38:49.7424124Z,0.204622,0.099036,-0.002802,WristRight,1
2025-12-26T09:38:49.8034415Z,0.210509,0.106398,-0.003273,WristRight,1
2025-12-26T09:38:49.8673885Z,0.209258,0.103609,-0.002273,WristRight,1
2025-12-26T09:38:49.9289112Z,0.214158,0.109593,-0.003798,WristRight,1
