Timestamp,X,Y,Z,Joint,ScenarioId
0,0.09725335714285713,0.0005679761904762021,0.09566445238095231,WristRight,14
1,0.09967721428571427,0.0,0.0961232619047619,WristRight,14
2,0.10145371428571427,0.00016735714285713923,0.09644361904761906,WristRight,14
3,0.10280385714285721,0.00112771428571427,0.0966188571428572,WristRight,14
4,0.10403276190476196,0.0027794285714285542,0.09677433333333338,WristRight,14
5,0.10527566666666674,0.005620142857142844,0.09652380952380957,WristRight,14
6,0.10604761904761911,0.010144333333333325,0.0956650952380953,WristRight,14
7,0.10631514285714291,0.015364809523809517,0.09449490476190481,WristRight,14
8,0.10666952380952387,0.020223904761904755,0.09339328571428576,WristRight,14
9,0.10701438095238103,0.018948952380952375,0.09257004761904768,WristRight,14
10,0.10844061904761912,0.027889428571428586,0.09216600000000005,WristRight,14
11,0.11025071428571434,0.04446300000000002,0.0919250952380953,WristRight,14
12,0.11179333333333338,0.06675647619047623,0.09157938095238102,WristRight,14
13,0.1129108571428572,0.08887176190476195,0.0909243333333334,WristRight,14
14,0.11345295238095245,0.10438080952380957,0.09086161904761911,WristRight,14
15,0.11306400000000007,0.10588890476190481,0.09305276190476197,WristRight,14
16,0.11374619047619054,0.10959095238095243,0.09730576190476198,WristRight,14
17,0.11367538095238101,0.12040276190476198,0.10194714285714293,WristRight,14
18,0.10858714285714292,0.1354496190476191,0.10640500000000006,WristRight,14
19,0.10576147619047625,0.15173685714285723,0.10702176190476198,WristRight,14
20,0.10646095238095245,0.1659465714285715,0.11382361904761912,WristRight,14
21,0.10636428571428577,0.17166333333333342,0.12469528571428579,WristRight,14
22,0.10673404761904769,0.17721390476190485,0.13603095238095245,WristRight,14
23,0.10576295238095244,0.18997738095238104,0.14736314285714294,WristRight,14
24,0.10042742857142864,0.20325995238095249,0.15771919047619054,WristRight,14
25,0.09871128571428578,0.21724100000000013,0.16366323809523822,WristRight,14
26,0.09989804761904768,0.22875400000000012,0.17546380952380963,WristRight,14
27,0.09905357142857149,0.2343360000000001,0.18763638095238108,WristRight,14
28,0.09846376190476196,0.2416709523809525,0.2001187142857144,WristRight,14
29,0.09773938095238101,0.24866166666666678,0.2132824761904763,WristRight,14
30,0.09705519047619053,0.2546530952380953,0.22650909523809537,WristRight,14
31,0.09675823809523815,0.2613843809523811,0.237945142857143,WristRight,14
32,0.09654242857142863,0.267053142857143,0.24891476190476208,WristRight,14
33,0.09623966666666672,0.2720606190476192,0.2643037142857145,WristRight,14
34,0.09619757142857147,0.27568747619047634,0.28319580952380974,WristRight,14
35,0.09561509523809529,0.27746528571428586,0.30159590476190495,WristRight,14
36,0.0938140952380953,0.27865680952380967,0.31533128571428587,WristRight,14
37,0.09190266666666672,0.27854166666666685,0.32549638095238115,WristRight,14
38,0.08947642857142862,0.2769555714285716,0.3323956190476192,WristRight,14
39,0.08750971428571434,0.2755602380952382,0.342574904761905,WristRight,14
40,0.08540742857142863,0.2745810952380954,0.35293180952380976,WristRight,14
41,0.08372004761904767,0.27303761904761914,0.36596819047619067,WristRight,14
42,0.0818660952380953,0.2737160000000001,0.3800330476190479,WristRight,14
43,0.08174576190476196,0.2748175714285715,0.3956591428571431,WristRight,14
44,0.08236200000000005,0.27645014285714303,0.4102948095238098,WristRight,14
45,0.08385300000000005,0.2778946190476192,0.42531104761904787,WristRight,14
46,0.08701271428571435,0.27887776190476204,0.4458415714285717,WristRight,14
47,0.0907368571428572,0.27719476190476205,0.4673490476190479,WristRight,14
48,0.09289361904761911,0.2757138095238097,0.49194442857142884,WristRight,14
49,0.09594504761904768,0.2759012857142859,0.512356285714286,WristRight,14
50,0.10391647619047625,0.27292195238095257,0.525404666666667,WristRight,14
51,0.11350019047619055,0.26730185714285726,0.5336438571428574,WristRight,14
52,0.12337652380952388,0.2610620952380954,0.5466943333333337,WristRight,14
53,0.133736761904762,0.25530728571428585,0.5566157142857147,WristRight,14
54,0.13998590476190487,0.25184814285714296,0.5712453809523813,WristRight,14
55,0.1442215714285715,0.25192309523809536,0.5840172857142861,WristRight,14
56,0.14999861904761913,0.2504954285714287,0.5919402380952384,WristRight,14
57,0.15338619047619056,0.2487037142857144,0.5961656190476194,WristRight,14
58,0.1554570000000001,0.24732733333333345,0.5987926190476194,WristRight,14
59,0.15923738095238105,0.2468606190476192,0.6018061904761909,WristRight,14
60,0.1666472857142858,0.24722247619047633,0.6089386190476194,WristRight,14
61,0.1760662380952382,0.24734000000000012,0.6252402857142861,WristRight,14
62,0.18598995238095248,0.2464297142857144,0.6473911904761909,WristRight,14
63,0.19423276190476202,0.24413752380952394,0.6734987619047623,WristRight,14
64,0.20073152380952394,0.23956228571428584,0.70212480952381,WristRight,14
65,0.20320252380952397,0.2345397142857144,0.7258320000000004,WristRight,14
66,0.2086719047619049,0.2286810000000001,0.7408501428571432,WristRight,14
67,0.21110757142857153,0.2233934761904763,0.7519433333333337,WristRight,14
68,0.21995804761904778,0.2186987142857144,0.7611331904761909,WristRight,14
69,0.23382009523809538,0.2158629523809525,0.7689715238095243,WristRight,14
70,0.24826942857142872,0.21217014285714297,0.7800336190476195,WristRight,14
71,0.2590017619047621,0.20812428571428582,0.78833080952381,WristRight,14
72,0.26590380952380965,0.20336457142857153,0.7933180952380956,WristRight,14
73,0.26348971428571444,0.19894038095238104,0.7919906666666672,WristRight,14
74,0.26435671428571444,0.19700457142857153,0.7989584285714291,WristRight,14
75,0.26593166666666684,0.19373009523809534,0.8109123809523815,WristRight,14
76,0.27142038095238114,0.19001185714285723,0.829735571428572,WristRight,14
77,0.2771473809523811,0.17936319047619056,0.8513505714285721,WristRight,14
78,0.2850016666666668,0.1666336190476191,0.8722340000000006,WristRight,14
79,0.2988104021164023,0.15515047619047626,0.8838304285714291,WristRight,14
80,0.315954941798942,0.14938100000000007,0.8951777936507942,WristRight,14
81,0.32984044973544996,0.14533488359788366,0.9023625079365085,WristRight,14
82,0.3407187566137569,0.14597660846560856,0.9068835396825403,WristRight,14
83,0.3429109894179897,0.14238458730158735,0.9092826984126988,WristRight,14
84,0.3406546190476193,0.13642406878306884,0.9124319682539688,WristRight,14
85,0.3403168888888891,0.1284057566137567,0.9140740317460322,WristRight,14
86,0.33995548148148175,0.119443380952381,0.9167146031746036,WristRight,14
87,0.3394391851851854,0.10978379365079369,0.9200886666666672,WristRight,14
88,0.33884544444444464,0.1005740158730159,0.9231693333333337,WristRight,14
89,0.33830333333333357,0.0911819523809524,0.9262500000000006,WristRight,14
90,0.3398126402116404,0.08155076719576722,0.9280873968253973,WristRight,14
91,0.3363088201058203,0.07470945502645504,0.9306504603174608,WristRight,14
92,0.3298051269841272,0.06794031746031748,0.9396451428571435,WristRight,14
93,0.32124666137566155,0.057370248677248686,0.9565889841269847,WristRight,14
94,0.31309413227513244,0.045518402116402124,0.9744877301587308,WristRight,14
