timestamp,x,y,z,joint,mode,targetId
2025-12-19T09:20:30.7121813Z,0.148676,0.121458,0.116906,HandRight,Change + Obstacle,1
2025-12-19T09:20:30.7748911Z,0.149061,0.120821,0.116916,HandRight,Change + Obstacle,1
2025-12-19T09:20:30.8351808Z,0.145765,0.121298,0.116447,HandRight,Change + Obstacle,1
2025-12-19T09:20:30.9002444Z,0.136332,0.113473,0.113635,HandRight,Change + Obstacle,1
2025-12-19T09:20:30.9616940Z,0.139092,0.122478,0.110814,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.0249154Z,0.137354,0.123181,0.107843,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.0865473Z,0.136835,0.125942,0.105772,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.1490504Z,0.136713,0.126748,0.106635,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.2110836Z,0.13845,0.127863,0.104816,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.2743858Z,0.139197,0.128324,0.107693,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.3359224Z,0.141459,0.130857,0.106105,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.4010437Z,0.143859,0.135187,0.107044,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.4599828Z,0.151848,0.145868,0.110324,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.5226515Z,0.149453,0.141167,0.110602,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.5874025Z,0.152521,0.145971,0.114821,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.6493174Z,0.155094,0.149648,0.119811,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.7109883Z,0.158642,0.154627,0.125269,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.7720429Z,0.162141,0.158115,0.131266,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.8368875Z,0.171916,0.168018,0.138937,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.8982148Z,0.216349,0.20244,0.157918,HandRight,Change + Obstacle,1
2025-12-19T09:20:31.9604752Z,0.205068,0.193853,0.162949,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.0239132Z,0.201202,0.195892,0.16547,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.0871042Z,0.204864,0.205588,0.173975,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.1492714Z,0.206986,0.216166,0.178974,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.2112131Z,0.189233,0.208209,0.166734,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.2750498Z,0.197702,0.233014,0.17866,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.3362386Z,0.200069,0.24009,0.183069,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.3981063Z,0.218487,0.2642,0.200917,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.4600535Z,0.212558,0.268598,0.198999,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.5237001Z,0.226514,0.288784,0.211883,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.5855990Z,0.221287,0.297336,0.212003,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.6474852Z,0.224407,0.311147,0.219498,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.7125975Z,0.223539,0.3209,0.226346,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.7748650Z,0.223018,0.325413,0.230592,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.8381223Z,0.176795,0.323981,0.211937,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.8996962Z,0.186225,0.335854,0.227281,HandRight,Change + Obstacle,1
2025-12-19T09:20:32.9604232Z,0.246286,0.360564,0.281188,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.0249847Z,0.216982,0.364611,0.273612,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.0861895Z,0.167394,0.362931,0.25874,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.1480022Z,0.165824,0.369266,0.270382,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.2122491Z,0.170342,0.373288,0.285963,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.2737539Z,0.169101,0.377076,0.29188,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.3358139Z,0.174408,0.383085,0.307991,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.3977541Z,0.208051,0.394347,0.338222,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.4600510Z,0.207521,0.397345,0.349643,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.5229692Z,0.197843,0.395779,0.347079,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.5850675Z,0.213909,0.405081,0.37256,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.6473836Z,0.217044,0.409625,0.385379,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.7123364Z,0.224601,0.411797,0.398967,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.7733709Z,0.230894,0.413641,0.409698,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.8350543Z,0.232911,0.415326,0.424418,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.8973100Z,0.23445,0.419499,0.439365,HandRight,Change + Obstacle,1
2025-12-19T09:20:33.9624068Z,0.223558,0.422035,0.449111,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.0260888Z,0.227352,0.430314,0.465502,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.0868274Z,0.236519,0.433967,0.48328,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.1490612Z,0.239727,0.438853,0.499371,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.2105559Z,0.239431,0.44179,0.513674,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.2736118Z,0.241445,0.443302,0.521424,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.3350617Z,0.238622,0.446011,0.531687,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.3975694Z,0.321194,0.461317,0.592631,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.4627336Z,0.319695,0.46265,0.598053,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.5248859Z,0.319417,0.464991,0.607031,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.5870391Z,0.322713,0.46935,0.620198,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.6472645Z,0.331894,0.473181,0.639669,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.7102029Z,0.33495,0.474153,0.647592,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.7734757Z,0.34011,0.474142,0.664931,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.8353860Z,0.340219,0.474156,0.682542,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.8994033Z,0.340203,0.472319,0.700991,HandRight,Change + Obstacle,1
2025-12-19T09:20:34.9623281Z,0.339139,0.469748,0.719742,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.0248296Z,0.340193,0.466079,0.740334,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.0864965Z,0.34792,0.462756,0.764381,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.1486640Z,0.35423,0.459114,0.78531,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.2120853Z,0.353614,0.456131,0.792926,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.2748537Z,0.363276,0.453137,0.812624,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.3376697Z,0.365655,0.449201,0.824524,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.4001611Z,0.40332,0.445358,0.850696,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.4615315Z,0.374954,0.446297,0.853044,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.5236327Z,0.378756,0.44192,0.863502,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.5852544Z,0.388526,0.436403,0.876439,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.6473985Z,0.389639,0.431421,0.886973,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.7105564Z,0.395966,0.430221,0.897352,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.7749463Z,0.395365,0.428888,0.909036,HandRight,Change + Obstacle,1
2025-12-19T09:20:35.8360826Z,0.398922,0.428621,0.925425,HandRight,Change + Obstacle,1
