timestamp,x,y,z,joint,mode,targetId
2025-12-19T08:41:58.1847778Z,0.161826,0.001672,0.053716,HandRight,Free,3
2025-12-19T08:41:58.2478493Z,0.161403,0.00209,0.053657,HandRight,Free,3
2025-12-19T08:41:58.3037947Z,0.157826,0.000402,0.053548,HandRight,Free,3
2025-12-19T08:41:58.3662411Z,0.159137,0.00158,0.054878,HandRight,Free,3
2025-12-19T08:41:58.4297444Z,0.160974,0.003033,0.054872,HandRight,Free,3
2025-12-19T08:41:58.4924202Z,0.161315,0.003634,0.055308,HandRight,Free,3
2025-12-19T08:41:58.5546802Z,0.161568,0.003812,0.054871,HandRight,Free,3
2025-12-19T08:41:58.6168810Z,0.150038,-0.003005,0.050968,HandRight,Free,3
2025-12-19T08:41:58.6796175Z,0.157372,0.002558,0.052019,HandRight,Free,3
2025-12-19T08:41:58.7409654Z,0.157074,0.003302,0.052465,HandRight,Free,3
2025-12-19T08:41:58.8044134Z,0.158442,0.005567,0.052615,HandRight,Free,3
2025-12-19T08:41:58.8675296Z,0.150111,0.00124,0.049864,HandRight,Free,3
2025-12-19T08:41:58.9299799Z,0.149853,0.00063,0.049777,HandRight,Free,3
2025-12-19T08:41:58.9915044Z,0.149469,0.001683,0.049298,HandRight,Free,3
2025-12-19T08:41:59.0534213Z,0.148012,0.001871,0.048785,HandRight,Free,3
2025-12-19T08:41:59.1158546Z,0.148854,0.003017,0.051351,HandRight,Free,3
2025-12-19T08:41:59.1814998Z,0.148288,0.00349,0.052719,HandRight,Free,3
2025-12-19T08:41:59.2429324Z,0.148894,0.003592,0.056219,HandRight,Free,3
2025-12-19T08:41:59.3061776Z,0.158692,0.010016,0.06168,HandRight,Free,3
2025-12-19T08:41:59.3679500Z,0.158665,0.011009,0.066669,HandRight,Free,3
2025-12-19T08:41:59.4306142Z,0.149122,0.007277,0.064714,HandRight,Free,3
2025-12-19T08:41:59.4938449Z,0.147175,0.008738,0.065678,HandRight,Free,3
2025-12-19T08:41:59.5561492Z,0.14636,0.012775,0.067396,HandRight,Free,3
2025-12-19T08:41:59.6175104Z,0.144767,0.016041,0.069734,HandRight,Free,3
2025-12-19T08:41:59.6797060Z,0.144038,0.019419,0.071827,HandRight,Free,3
2025-12-19T08:41:59.7415715Z,0.145483,0.02009,0.074143,HandRight,Free,3
2025-12-19T08:41:59.8036077Z,0.14615,0.020895,0.077749,HandRight,Free,3
2025-12-19T08:41:59.8662479Z,0.146372,0.02027,0.080917,HandRight,Free,3
2025-12-19T08:41:59.9315664Z,0.14507,0.022347,0.084116,HandRight,Free,3
2025-12-19T08:41:59.9913035Z,0.146701,0.027734,0.088205,HandRight,Free,3
2025-12-19T08:42:00.0539925Z,0.148381,0.033043,0.091112,HandRight,Free,3
2025-12-19T08:42:00.1159821Z,0.15069,0.036725,0.094805,HandRight,Free,3
2025-12-19T08:42:00.1815765Z,0.151132,0.037283,0.095834,HandRight,Free,3
2025-12-19T08:42:00.2425872Z,0.151226,0.038473,0.097172,HandRight,Free,3
2025-12-19T08:42:00.3046415Z,0.156641,0.046575,0.104176,HandRight,Free,3
2025-12-19T08:42:00.3659033Z,0.159376,0.054049,0.108099,HandRight,Free,3
2025-12-19T08:42:00.4316153Z,0.164085,0.062831,0.114637,HandRight,Free,3
2025-12-19T08:42:00.4940629Z,0.192262,0.091817,0.133171,HandRight,Free,3
2025-12-19T08:42:00.5543774Z,0.191282,0.096216,0.137468,HandRight,Free,3
2025-12-19T08:42:00.6170808Z,0.191363,0.100786,0.142545,HandRight,Free,3
2025-12-19T08:42:00.6793207Z,0.191607,0.105257,0.14737,HandRight,Free,3
2025-12-19T08:42:00.7446493Z,0.19161,0.108862,0.151947,HandRight,Free,3
2025-12-19T08:42:00.8094783Z,0.189394,0.109969,0.15326,HandRight,Free,3
2025-12-19T08:42:00.8670246Z,0.184506,0.109772,0.158239,HandRight,Free,3
2025-12-19T08:42:00.9296732Z,0.185887,0.115372,0.165863,HandRight,Free,3
2025-12-19T08:42:00.9919639Z,0.185876,0.121531,0.173922,HandRight,Free,3
2025-12-19T08:42:01.0540112Z,0.172323,0.120506,0.175592,HandRight,Free,3
2025-12-19T08:42:01.1170780Z,0.172001,0.126353,0.183127,HandRight,Free,3
2025-12-19T08:42:01.1794391Z,0.178001,0.13599,0.196173,HandRight,Free,3
2025-12-19T08:42:01.2447035Z,0.177388,0.138244,0.200943,HandRight,Free,3
2025-12-19T08:42:01.3037364Z,0.174825,0.142067,0.210259,HandRight,Free,3
2025-12-19T08:42:01.3691404Z,0.170746,0.14594,0.220761,HandRight,Free,3
2025-12-19T08:42:01.4296630Z,0.168026,0.151182,0.230294,HandRight,Free,3
2025-12-19T08:42:01.4919613Z,0.163649,0.154382,0.239469,HandRight,Free,3
2025-12-19T08:42:01.5572923Z,0.154826,0.155005,0.247786,HandRight,Free,3
2025-12-19T08:42:01.6162196Z,0.148983,0.157848,0.259618,HandRight,Free,3
2025-12-19T08:42:01.6794066Z,0.143673,0.161655,0.274495,HandRight,Free,3
2025-12-19T08:42:01.7443151Z,0.154546,0.170882,0.288379,HandRight,Free,3
2025-12-19T08:42:01.8060138Z,0.153683,0.176583,0.303428,HandRight,Free,3
2025-12-19T08:42:01.8681832Z,0.151906,0.18283,0.317673,HandRight,Free,3
2025-12-19T08:42:01.9304682Z,0.151398,0.189177,0.330057,HandRight,Free,3
2025-12-19T08:42:01.9915518Z,0.134936,0.186202,0.332005,HandRight,Free,3
2025-12-19T08:42:02.0558841Z,0.13445,0.193111,0.34357,HandRight,Free,3
2025-12-19T08:42:02.1175889Z,0.128987,0.196538,0.351801,HandRight,Free,3
2025-12-19T08:42:02.1791802Z,0.129692,0.199877,0.355801,HandRight,Free,3
2025-12-19T08:42:02.2438402Z,0.151054,0.214447,0.375749,HandRight,Free,3
2025-12-19T08:42:02.3049789Z,0.151011,0.219945,0.379876,HandRight,Free,3
2025-12-19T08:42:02.3675055Z,0.152371,0.22569,0.383933,HandRight,Free,3
2025-12-19T08:42:02.4294815Z,0.153863,0.23132,0.388544,HandRight,Free,3
2025-12-19T08:42:02.4924757Z,0.153926,0.233452,0.392114,HandRight,Free,3
2025-12-19T08:42:02.5560570Z,0.159999,0.235026,0.400638,HandRight,Free,3
2025-12-19T08:42:02.6178582Z,0.155124,0.234307,0.406424,HandRight,Free,3
2025-12-19T08:42:02.6793204Z,0.165239,0.23455,0.41597,HandRight,Free,3
2025-12-19T08:42:02.7433572Z,0.170062,0.234227,0.421678,HandRight,Free,3
2025-12-19T08:42:02.8048918Z,0.170737,0.234788,0.425942,HandRight,Free,3
2025-12-19T08:42:02.8672437Z,0.171767,0.236218,0.434613,HandRight,Free,3
2025-12-19T08:42:02.9292581Z,0.172402,0.238155,0.44497,HandRight,Free,3
2025-12-19T08:42:02.9948217Z,0.17283,0.24041,0.460294,HandRight,Free,3
2025-12-19T08:42:03.0571462Z,0.166693,0.242372,0.476321,HandRight,Free,3
2025-12-19T08:42:03.1158736Z,0.124493,0.246253,0.487198,HandRight,Free,3
2025-12-19T08:42:03.1789619Z,0.15773,0.247407,0.501943,HandRight,Free,3
2025-12-19T08:42:03.2438821Z,0.101742,0.244318,0.507416,HandRight,Free,3
2025-12-19T08:42:03.3049030Z,0.097514,0.245237,0.526158,HandRight,Free,3
2025-12-19T08:42:03.3679254Z,0.096798,0.246274,0.548868,HandRight,Free,3
2025-12-19T08:42:03.4298540Z,0.094693,0.24585,0.56923,HandRight,Free,3
2025-12-19T08:42:03.4919653Z,0.090185,0.245709,0.588757,HandRight,Free,3
2025-12-19T08:42:03.5576345Z,0.087127,0.245162,0.60832,HandRight,Free,3
2025-12-19T08:42:03.6160108Z,0.084978,0.244544,0.627267,HandRight,Free,3
2025-12-19T08:42:03.6813916Z,0.103764,0.248133,0.652618,HandRight,Free,3
2025-12-19T08:42:03.7419603Z,0.111329,0.245411,0.660863,HandRight,Free,3
2025-12-19T08:42:03.8047539Z,0.10427,0.242305,0.679023,HandRight,Free,3
2025-12-19T08:42:03.8661484Z,0.101463,0.238959,0.690518,HandRight,Free,3
2025-12-19T08:42:03.9312196Z,0.100918,0.235847,0.704939,HandRight,Free,3
2025-12-19T08:42:03.9934789Z,0.06515,0.225398,0.711677,HandRight,Free,3
2025-12-19T08:42:04.0545760Z,0.062965,0.222975,0.721871,HandRight,Free,3
2025-12-19T08:42:04.1173145Z,0.058963,0.220666,0.733891,HandRight,Free,3
2025-12-19T08:42:04.1796967Z,0.055117,0.220076,0.740106,HandRight,Free,3
