Timestamp,timestamp,x,y,z,joint,mode,targetId
0,2025-12-19T09:20:30.7121813Z,0.13639625714285708,0.0,0.11367529999999997,HandRight,Change + Obstacle,1
1,2025-12-19T09:20:30.7748911Z,0.13883497142857135,0.006963928571428607,0.11347379999999997,HandRight,Change + Obstacle,1
2,2025-12-19T09:20:30.8351808Z,0.13947754285714292,0.008209071428571482,0.11387680000000006,HandRight,Change + Obstacle,1
3,2025-12-19T09:20:30.9002444Z,0.1386450857142858,0.0081099571428572,0.1131642571428572,HandRight,Change + Obstacle,1
4,2025-12-19T09:20:30.9616940Z,0.13780091428571437,0.008623728571428624,0.11078828571428578,HandRight,Change + Obstacle,1
5,2025-12-19T09:20:31.0249154Z,0.1371110857142858,0.010178728571428639,0.10841728571428577,HandRight,Change + Obstacle,1
6,2025-12-19T09:20:31.0865473Z,0.13763582857142864,0.011854157142857216,0.1072048571428572,HandRight,Change + Obstacle,1
7,2025-12-19T09:20:31.1490504Z,0.13810414285714295,0.0134747857142858,0.10689420000000006,HandRight,Change + Obstacle,1
8,2025-12-19T09:20:31.2110836Z,0.13854214285714295,0.013996985714285773,0.1065092571428572,HandRight,Change + Obstacle,1
9,2025-12-19T09:20:31.2743858Z,0.1393808571428572,0.015031414285714348,0.10668454285714292,HandRight,Change + Obstacle,1
10,2025-12-19T09:20:31.3359224Z,0.14107902857142862,0.01729621428571436,0.10688020000000006,HandRight,Change + Obstacle,1
11,2025-12-19T09:20:31.4010437Z,0.14466891428571438,0.021875642857142927,0.10821388571428578,HandRight,Change + Obstacle,1
12,2025-12-19T09:20:31.4599828Z,0.14877842857142864,0.027650614285714345,0.10941294285714293,HandRight,Change + Obstacle,1
13,2025-12-19T09:20:31.5226515Z,0.15166414285714294,0.03133324285714291,0.11141320000000007,HandRight,Change + Obstacle,1
14,2025-12-19T09:20:31.5874025Z,0.15291074285714296,0.03331638571428579,0.11457525714285721,HandRight,Change + Obstacle,1
15,2025-12-19T09:20:31.6493174Z,0.1551024857142858,0.036142842857142934,0.11977894285714294,HandRight,Change + Obstacle,1
16,2025-12-19T09:20:31.7109883Z,0.15801208571428582,0.04016012857142866,0.12517780000000006,HandRight,Change + Obstacle,1
17,2025-12-19T09:20:31.7720429Z,0.16154871428571438,0.04442710000000007,0.1305373428571429,HandRight,Change + Obstacle,1
18,2025-12-19T09:20:31.8368875Z,0.17691914285714297,0.05868918571428579,0.1419280857142858,HandRight,Change + Obstacle,1
19,2025-12-19T09:20:31.8982148Z,0.19545082857142868,0.07447178571428582,0.1547722857142858,HandRight,Change + Obstacle,1
20,2025-12-19T09:20:31.9604752Z,0.20643257142857152,0.08544624285714299,0.16382217142857153,HandRight,Change + Obstacle,1
21,2025-12-19T09:20:32.0239132Z,0.20549177142857153,0.08796601428571439,0.16495734285714297,HandRight,Change + Obstacle,1
22,2025-12-19T09:20:32.0871042Z,0.20392234285714297,0.09178190000000012,0.16808545714285725,HandRight,Change + Obstacle,1
23,2025-12-19T09:20:32.1492714Z,0.20182977142857156,0.09485701428571437,0.17339917142857153,HandRight,Change + Obstacle,1
24,2025-12-19T09:20:32.2112131Z,0.20164788571428582,0.10452058571428584,0.17780568571428582,HandRight,Change + Obstacle,1
25,2025-12-19T09:20:32.2750498Z,0.2039904000000001,0.11556684285714298,0.1789824000000001,HandRight,Change + Obstacle,1
26,2025-12-19T09:20:32.3362386Z,0.20767882857142866,0.1319875000000001,0.1859748000000001,HandRight,Change + Obstacle,1
27,2025-12-19T09:20:32.3981063Z,0.21259168571428583,0.14445767142857158,0.19480697142857156,HandRight,Change + Obstacle,1
28,2025-12-19T09:20:32.4600535Z,0.2180116285714287,0.16044150000000013,0.20459877142857155,HandRight,Change + Obstacle,1
29,2025-12-19T09:20:32.5237001Z,0.22152031428571442,0.17143575714285725,0.2086160000000001,HandRight,Change + Obstacle,1
30,2025-12-19T09:20:32.5855990Z,0.22281288571428584,0.18603275714285727,0.21425240000000012,HandRight,Change + Obstacle,1
31,2025-12-19T09:20:32.6474852Z,0.22331474285714298,0.19689990000000013,0.21897797142857156,HandRight,Change + Obstacle,1
32,2025-12-19T09:20:32.7125975Z,0.22337806857142872,0.2065433914285716,0.22583680571428583,HandRight,Change + Obstacle,1
33,2025-12-19T09:20:32.7748650Z,0.22027012000000012,0.21282500285714306,0.23105221714285726,HandRight,Change + Obstacle,1
34,2025-12-19T09:20:32.8381223Z,0.2122532685714287,0.21911044857142875,0.23610300571428583,HandRight,Change + Obstacle,1
35,2025-12-19T09:20:32.8996962Z,0.20091677142857156,0.22687038571428586,0.24185120000000015,HandRight,Change + Obstacle,1
36,2025-12-19T09:20:32.9604232Z,0.18939091428571436,0.23437398571428592,0.24748080000000017,HandRight,Change + Obstacle,1
37,2025-12-19T09:20:33.0249847Z,0.17832330285714298,0.24197775142857164,0.25259505142857164,HandRight,Change + Obstacle,1
38,2025-12-19T09:20:33.0861895Z,0.17149105142857152,0.2493791114285716,0.2594330685714288,HandRight,Change + Obstacle,1
39,2025-12-19T09:20:33.1480022Z,0.1696411314285715,0.25543989428571445,0.27137025142857163,HandRight,Change + Obstacle,1
40,2025-12-19T09:20:33.2122491Z,0.1699934857142858,0.2597059571428574,0.2830949142857144,HandRight,Change + Obstacle,1
41,2025-12-19T09:20:33.2737539Z,0.16937882857142866,0.2634767285714288,0.29324560000000016,HandRight,Change + Obstacle,1
42,2025-12-19T09:20:33.3358139Z,0.17855905714285725,0.27108790000000016,0.3113698571428573,HandRight,Change + Obstacle,1
43,2025-12-19T09:20:33.3977541Z,0.19460857142857155,0.27865030000000024,0.3338870000000002,HandRight,Change + Obstacle,1
